case,current_density_A_cm2,target_voltage_V,model_voltage_V,residual_V
pressao_1atm,0.2476,0.8686544802867384,0.8682949840366597,-0.0003594962500786947
pressao_1atm,0.2574999999999999,0.8655958781362008,0.8648722082748046,-0.000723669861396159
pressao_1atm,0.2673999999999999,0.8623655913978495,0.8614764720221749,-0.0008891193756745963
pressao_1atm,0.2773,0.8587422939068101,0.8581044072149588,-0.0006378866918512749
pressao_1atm,0.2872,0.8559139784946237,0.854752946058393,-0.001161032436230669
pressao_1atm,0.2971,0.8516129032258065,0.8514192783511992,-0.00019362487460727884
pressao_1atm,0.307,0.8492275985663084,0.8481008157405437,-0.0011267828257646162
pressao_1atm,0.3168999999999999,0.8451612903225807,0.8447951615847347,-0.0003661287378460276
pressao_1atm,0.3268,0.8420351254480287,0.8415000853858193,-0.0005350400622093909
pressao_1atm,0.3367,0.8389765232974911,0.8382135009711157,-0.0007630223263753733
pressao_1atm,0.3465999999999999,0.8359179211469534,0.8349334477692567,-0.000984473377696693
pressao_1atm,0.3565,0.832258064516129,0.8316580746553475,-0.0005999898607815801
pressao_1atm,0.3663999999999999,0.8287254480286739,0.8283856259405318,-0.00033982208814209436
pressao_1atm,0.3762999999999999,0.8256668458781363,0.8251144291605038,-0.000552416717632509
pressao_1atm,0.3862,0.8215605734767025,0.8218428843802441,0.0002823109035415827
pressao_1atm,0.3960999999999999,0.8193548387096774,0.8185694547822959,-0.0007853839273814778
pressao_1atm,0.4059999999999999,0.8157777777777779,0.8152926583460484,-0.00048511943172957483
pressao_1atm,0.4159,0.8123571684587814,0.812011060457899,-0.0003461080008824169
pressao_1atm,0.4257999999999999,0.8086021505376344,0.8087232673184624,0.00012111678082804556
pressao_1atm,0.4357,0.8060283154121864,0.8054279200344608,-0.0006003953777256044
pressao_1atm,0.4456,0.8021505376344087,0.8021236893005249,-2.684833388377772e-05
pressao_1atm,0.4554999999999999,0.7990474910394266,0.7988092705906353,-0.00023822044879129312
pressao_1atm,0.4654,0.7956989247311829,0.7954833797909464,-0.0002155449402364562
pressao_1atm,0.4752999999999999,0.7923121863799284,0.7921447492157007,-0.00016743716422773502
pressao_1atm,0.4851999999999999,0.789247311827957,0.7887921239562843,-0.00045518787167275754
pressao_1atm,0.4951,0.7857378136200717,0.7854242585204481,-0.00031355509962360806
pressao_1atm,0.5049999999999999,0.782562724014337,0.7820399137245913,-0.0005228102897457676
pressao_1atm,0.5148999999999999,0.7785960573476703,0.7786378538069673,4.1796459296916666e-05
pressao_1atm,0.5247999999999999,0.7754867383512546,0.7752168437338641,-0.00026989461739046483
pressao_1atm,0.5347,0.7720430107526882,0.7717756466743828,-0.00026736407830540987
pressao_1atm,0.5446,0.767741935483871,0.7683130216224807,0.0005710861386096777
pressao_1atm,0.5545,0.7648799283154122,0.764827721147541,-5.220716787113222e-05
pressao_1atm,0.5644,0.7612903225806451,0.7613184892569668,2.8166676321661477e-05
pressao_1atm,0.5742999999999999,0.756989247311828,0.757784059356207,0.0007948120443789231
pressao_1atm,0.5841999999999999,0.7548387096774194,0.7542231522932761,-0.0006155573841433171
pressao_1atm,0.5941,0.7505376344086021,0.7506344744762544,9.684006765231512e-05
pressao_1atm,0.604,0.7471971326164875,0.7470167160534901,-0.0001804165629973875
pressao_1atm,0.6139,0.7432304659498208,0.7433685491472944,0.0001380831974736596
pressao_1atm,0.6237999999999999,0.7395243727598567,0.7396886261328517,0.00016425337299497134
pressao_1atm,0.6336999999999999,0.735483870967742,0.7359755779548766,0.0004917069871345214
pressao_1atm,0.6436,0.7313304659498208,0.7322280124752547,0.0008975465254339454
pressao_1atm,0.6535,0.7281980286738352,0.7284445128455211,0.0002464841716859345
pressao_1atm,0.6634,0.7240641577060932,0.7246236358985715,0.0005594781924782577
pressao_1atm,0.6732999999999999,0.7204301075268817,0.7207639105544662,0.0003338030275844561
pressao_1atm,0.6831999999999999,0.7161290322580646,0.716863836235608,0.0007348039775434412
pressao_1atm,0.6930999999999999,0.7118279569892474,0.7129218812869319,0.001093924297684512
pressao_1atm,0.703,0.7075304659498207,0.7089364813970594,0.0014060154472387287
pressao_1atm,0.7129,0.7035637992831543,0.7049060380166563,0.0013422387335020325
pressao_1atm,0.7227999999999999,0.700336200716846,0.700828916770466,0.0004927160536200015
pressao_1atm,0.7326999999999999,0.696202329749104,0.6967034458597123,0.000501116110608324
pressao_1atm,0.7425999999999999,0.692068458781362,0.6925279144517451,0.0004594556703830799
pressao_1atm,0.7525,0.6879345878136202,0.6883005710539671,0.0003659832403469787
pressao_1atm,0.7624,0.6838007168458781,0.6840196218692253,0.00021890502334720452
pressao_1atm,0.7723,0.6796668458781362,0.6796832291299639,1.6383251827734036e-05
pressao_1atm,0.7821999999999999,0.6752688172043011,0.6752895094085523,2.0692204251160362e-05
pressao_1atm,0.7920999999999999,0.6709677419354838,0.6708365319012817,-0.00013121003420213384
pressao_1atm,0.8019999999999999,0.6657132616487456,0.6663223166836135,0.0006090550348679669
pressao_1atm,0.8119,0.6617465949820789,0.6617448329343119,-1.7620477670288182e-06
pressao_1atm,0.8218,0.6577799283154122,0.657101997126166,-0.0006779311892461948
pressao_1atm,0.8316999999999999,0.651662724014337,0.6523916711810357,0.0007289471666986902
pressao_1atm,0.8415999999999999,0.6476960573476703,0.6476116605869988,-8.439676067151236e-05
pressao_1atm,0.8514999999999999,0.6433700716845879,0.6427597124754028,-0.0006103592091851739
pressao_1atm,0.8613999999999999,0.6381609318996416,0.6378335136556438,-0.0003274182439978457
pressao_1atm,0.8713,0.6336455197132618,0.6328306886055081,-0.0008148311077537107
pressao_1atm,0.8812,0.6279569892473118,0.627748797414918,-0.00020819183239384476
pressao_1atm,0.8910999999999999,0.6235616487455198,0.6225853336809257,-0.0009763150645940577
