case,current_density_A_cm2,current_A,E_nernst_V,V_act_V,V_ohm_V,V_conc_V,V_cell_V,V_stack_V,P_stack_W,efficiency_percent,temperature_K,air_pressure_atm
T_373,0.3416666666666667,79.26666666666667,1.1638484646298433,0.2343849045503385,0.0653598979031919,0.020353129321032552,0.8437505328552803,34.59377184706649,2742.1329817441374,47.79322213244052,373.15,5.0
T_373,0.3458333333333333,80.23333333333333,1.1638484646298433,0.23471692658187027,0.06615696982884058,0.02060489622262888,0.8423696719965036,34.53715655185665,2771.0311940106317,47.715004949531995,373.15,5.0
T_373,0.35,81.19999999999999,1.1638484646298433,0.23504497220601717,0.06695404175448925,0.020859777464616786,0.8409896732047201,34.48057660139352,2799.8228200331537,47.636836597359206,373.15,5.0
T_373,0.3541666666666667,82.16666666666667,1.1638484646298433,0.23536913554226557,0.06775111368013795,0.021117811571186747,0.839610403836253,34.424026557286375,2828.5075154570304,47.558709562482505,373.15,5.0
T_373,0.35833333333333334,83.13333333333334,1.1638484646298433,0.23568950740751027,0.06854818560578663,0.021379037543071012,0.8382317340734754,34.36750109701249,2857.084924531639,47.480616491540395,373.15,5.0
T_373,0.3625,84.1,1.1638484646298433,0.23600617546878444,0.0693452575314353,0.02164349486343837,0.8368535367661851,34.31099500741359,2885.5546801234827,47.40255018226441,373.15,5.0
T_373,0.36666666666666664,85.06666666666666,1.1638484646298433,0.23631922438726127,0.07014232945708399,0.02191122350386188,0.8354756872816361,34.25450317854708,2913.9164037217383,47.32450357498433,373.15,5.0
T_373,0.37083333333333335,86.03333333333333,1.1638484646298433,0.2366287359541192,0.07093940138273268,0.022182263930360394,0.8340980633626309,34.19802059786787,2942.1697054365654,47.24646974458997,373.15,5.0
T_373,0.375,87.0,1.1638484646298433,0.2369347892188171,0.07173647330838134,0.022456657109514794,0.8327205449931299,34.141542344718324,2970.3141839904943,47.16844189291882,373.15,5.0
T_373,0.37916666666666665,87.96666666666667,1.1638484646298433,0.23723746061028123,0.07253354523403002,0.022734444514659967,0.8313430142708721,34.08506358510576,2998.3494267031365,47.09041334154081,373.15,5.0
T_373,0.3833333333333333,88.93333333333332,1.1638484646298433,0.23753682405146992,0.0733306171596787,0.02301566813215326,0.8299653552865414,34.0285795667482,3026.275009469473,47.01237752491376,373.15,5.0
T_373,0.3875,89.9,1.1638484646298433,0.23783295106774527,0.0741276890853274,0.023300370467720582,0.82858745400905,33.972085614371046,3054.090496731957,46.93432798388548,373.15,5.0
T_373,0.39166666666666666,90.86666666666666,1.1638484646298433,0.23812591088944896,0.07492476101097607,0.02358859455288092,0.8272091981765374,33.91557712523803,3081.795441446629,46.85625835951951,373.15,5.0
T_373,0.3958333333333333,91.83333333333333,1.1638484646298433,0.23841577054905072,0.07572183293662475,0.023880383951450396,0.8258304771927174,33.85904956490141,3109.389385043446,46.77816238722379,373.15,5.0
T_373,0.4,92.80000000000001,1.1638484646298433,0.2387025949732101,0.07651890486227345,0.024175782766126742,0.824451182028233,33.802498463157555,3136.8718573810215,46.70003389116307,373.15,5.0
T_373,0.4041666666666667,93.76666666666667,1.1638484646298433,0.23898644707006772,0.07731597678792212,0.02447483564515522,0.8230712051266982,33.745919410194624,3164.242376695916,46.621866778936784,373.15,5.0
T_373,0.4083333333333333,94.73333333333333,1.1638484646298433,0.23926738781206025,0.0781130487135708,0.024777587789077012,0.8216904403151352,33.689308052920545,3191.500449546673,46.54365503650579,373.15,5.0
T_373,0.4125,95.69999999999999,1.1638484646298433,0.239545476314531,0.07891012063921948,0.025084084957561103,0.8203087827185316,33.6326600914598,3218.645570752702,46.46539272335265,373.15,5.0
